time_ms,rpm,tps,oil_pressure,temperature,turbo_pressure
70008,4507,0,3.514,89.66,-0.418
70020,4327,0,3.376,89.66,-0.484
70032,4331,1,3.305,89.66,-0.471
70044,4352,6,3.453,89.66,-0.563
70056,4401,14,3.486,89.66,-0.455
70068,4443,12,3.492,89.66,-0.604
70080,4446,1,3.518,89.66,-0.421
70092,4266,0,3.363,89.66,-0.478
70104,4322,16,3.422,89.66,-0.578
70116,4142,0,3.297,89.66,-0.551
70128,4293,43,3.375,89.66,-0.175
70140,4352,44,3.455,89.66,0.193
70152,4369,5,3.495,89.66,-0.467
70164,4600,66,3.513,89.81,-0.114
70176,4646,13,3.523,89.96,-0.614
70188,4466,0,3.477,89.96,-0.546
70200,4795,94,3.787,89.76,-0.174
70212,4840,13,3.637,89.91,-0.486
70224,4903,18,3.697,89.71,-0.419
70236,4956,15,3.761,89.86,-0.553
70248,5082,36,3.810,89.66,-0.187
70260,5113,9,3.779,89.81,-0.457
70272,4933,0,3.765,89.96,-0.532
70284,4989,16,3.807,89.76,-0.540
70296,5010,6,3.778,89.91,-0.545
70308,4830,0,3.650,89.71,-0.508
70320,4883,15,3.744,89.86,-0.533
70332,4900,5,3.752,89.66,-0.588
70344,4918,5,3.721,89.81,-0.462
70356,4925,2,3.708,89.96,-0.522
70368,5152,65,3.799,89.76,-0.162
70380,5255,71,3.904,89.91,0.208
70392,5075,0,3.770,89.71,-0.452
70404,5089,4,3.825,89.86,-0.430
70416,4909,0,3.677,89.66,-0.476
70428,4729,0,3.683,89.81,-0.595
70440,5062,95,3.906,89.96,-0.214
70452,5145,76,3.879,89.76,0.170
70464,5378,63,4.034,89.91,0.519
70476,5987,97,4.291,89.71,0.901
70488,6032,13,4.388,89.86,-0.504
70500,5852,0,4.291,89.66,-0.464
70512,5877,7,4.166,89.81,-0.547
70524,5926,14,4.291,89.96,-0.435
70536,5933,2,4.299,89.76,-0.575
70548,5753,0,4.185,89.91,-0.395
70560,5875,35,4.299,89.71,-0.047
70572,5695,0,4.080,89.86,-0.460
70584,5515,0,3.961,89.66,-0.467
70596,5335,0,4.007,89.81,-0.565
70608,5353,5,3.937,89.96,-0.383
70620,5563,60,4.081,89.76,-0.028
70632,5383,0,3.994,89.91,-0.487
70644,5715,95,4.056,89.71,-0.074
70656,5807,48,4.213,89.86,0.262
70668,5627,0,4.114,89.66,-0.543
70680,5648,6,4.116,89.81,-0.451
70692,5686,11,4.171,89.96,-0.477
70704,5746,17,4.233,89.76,-0.458
70716,5753,2,4.244,89.91,-0.578
70728,6015,75,4.350,89.71,-0.224
70740,5835,0,4.204,89.86,-0.601
70752,5874,11,4.317,89.66,-0.502
70764,5881,2,4.300,89.81,-0.543
70776,5937,16,4.299,89.96,-0.420
70788,6077,40,4.334,89.76,-0.076
70800,6126,14,4.390,89.91,-0.407
70812,6182,16,4.533,89.71,-0.592
70824,6002,0,4.366,89.86,-0.539
70836,6019,5,4.343,89.66,-0.600
70848,6023,1,4.435,89.81,-0.521
70860,5843,0,4.245,89.96,-0.596
70872,6112,77,4.414,89.76,-0.217
70884,5932,0,4.196,89.91,-0.397
70896,5752,0,4.230,89.71,-0.564
70908,5572,0,4.038,89.86,-0.454
70920,5593,6,4.154,89.66,-0.466
70932,5611,5,4.038,89.81,-0.529
70944,5635,7,4.106,89.96,-0.546
70956,5695,17,4.182,89.76,-0.590
70968,5515,0,4.112,89.91,-0.535
70980,5550,10,4.098,89.71,-0.467
70992,5370,0,3.959,89.86,-0.430
71004,5433,18,4.137,89.66,-0.499
71016,5667,67,4.152,89.81,-0.115
71028,5487,0,4.020,89.96,-0.434
71040,5519,9,4.079,89.76,-0.534
71052,5802,81,4.184,89.91,-0.147
71064,5858,16,4.192,89.71,-0.498
71076,5678,0,4.224,89.86,-0.480
71088,5682,1,4.220,89.66,-0.437
71100,5502,0,4.010,89.81,-0.458
71112,5715,61,4.211,89.96,-0.074
71124,5747,9,4.178,89.76,-0.531
71136,5771,7,4.186,89.91,-0.462
71148,5591,0,4.085,89.71,-0.446
71160,5605,4,4.142,89.86,-0.521
71172,5425,0,3.980,89.66,-0.518
71184,5245,0,3.909,89.81,-0.497
71196,5301,16,3.927,89.96,-0.535
71208,5121,0,3.912,89.76,-0.468
71220,5163,12,3.891,89.91,-0.456
71232,5216,15,3.926,89.71,-0.402
71244,5036,0,3.796,89.86,-0.531
71256,5179,41,3.913,89.66,-0.165
71268,5246,19,3.989,89.81,-0.391
71280,5267,6,3.831,89.96,-0.519
71292,5298,9,3.993,89.76,-0.464
71304,5351,15,3.960,89.91,-0.448
71316,5400,14,4.042,89.71,-0.528
71328,5220,0,3.884,89.86,-0.488
71340,5388,48,4.046,89.66,-0.108
71352,5208,0,3.877,89.81,-0.572
71364,5257,14,3.895,89.96,-0.535
71376,5077,0,3.774,89.76,-0.564
71388,4897,0,3.853,89.91,-0.589
71400,4914,5,3.776,89.71,-0.504
71412,4734,0,3.599,89.86,-0.439
71424,4554,0,3.521,89.66,-0.493
71436,4582,8,3.497,89.81,-0.589
71448,4593,3,3.524,89.96,-0.392
71460,4413,0,3.501,89.96,-0.531
71472,4423,3,3.425,89.96,-0.472
71484,4742,91,3.615,89.76,-0.109
71496,4787,13,3.605,89.91,-0.541
71508,4829,12,3.620,89.71,-0.568
71520,4969,40,3.666,89.86,-0.225
71532,4789,0,3.599,89.66,-0.506
71544,4609,0,3.588,89.81,-0.541
71556,4429,0,3.405,89.81,-0.597
71568,4734,87,3.648,89.96,-0.220
71580,4554,0,3.490,89.76,-0.424
71592,4374,0,3.498,89.76,-0.536
71604,4194,0,3.401,89.76,-0.520
71616,4477,81,3.437,89.76,-0.156
71628,4297,0,3.446,89.76,-0.455
71640,4117,0,3.289,89.76,-0.470
71652,4166,14,3.326,89.76,-0.521
71664,3986,0,3.152,89.76,-0.567
71676,3997,3,3.126,89.76,-0.469
71688,4014,5,3.196,89.76,-0.402
71700,4312,85,3.449,89.76,-0.034
71712,4336,7,3.459,89.76,-0.483
71724,4156,0,3.174,89.76,-0.483
71736,4401,70,3.443,89.76,-0.098
71748,4221,0,3.303,89.76,-0.400
71760,4232,3,3.329,89.76,-0.518
71772,4424,55,3.463,89.76,-0.141
71784,4480,16,3.568,89.76,-0.467
71796,4501,6,3.482,89.91,-0.512
71808,4505,1,3.560,89.71,-0.524
71820,4806,86,3.684,89.86,-0.172
71832,4855,14,3.687,89.66,-0.585
71844,4984,37,3.747,89.81,-0.197
71856,4995,3,3.764,89.96,-0.527
71868,5040,13,3.731,89.76,-0.550
71880,5100,17,3.849,89.91,-0.547
71892,5145,13,3.873,89.71,-0.473
71904,5170,7,3.905,89.86,-0.505
71916,5236,19,3.886,89.66,-0.553
71928,5565,94,4.117,89.81,-0.175
71940,5579,4,4.134,89.96,-0.584
71952,5399,0,4.028,89.76,-0.560
71964,5606,59,4.138,89.91,-0.177
71976,5705,76,4.227,89.71,0.180
71988,5525,0,4.087,89.86,-0.577
72000,5345,0,4.029,89.66,-0.590
72012,5362,5,3.957,89.81,-0.551
72024,5182,0,3.864,89.96,-0.539
72036,5413,66,3.940,89.76,-0.173
72048,5233,0,3.993,89.91,-0.476
72060,5296,18,3.935,89.71,-0.572
72072,5531,67,4.080,89.86,-0.211
72084,5351,0,3.993,89.66,-0.511
72096,5171,0,3.883,89.81,-0.553
72108,4991,0,3.713,89.96,-0.536
72120,5012,6,3.878,89.76,-0.501
72132,4832,0,3.642,89.91,-0.472
72144,4989,45,3.776,89.71,-0.098
72156,5007,5,3.798,89.86,-0.580
72168,5017,3,3.814,89.66,-0.526
72180,4837,0,3.677,89.81,-0.501
72192,5173,96,3.851,89.96,-0.134
72204,4993,0,3.777,89.76,-0.563
72216,4813,0,3.682,89.91,-0.574
72228,4820,2,3.630,89.71,-0.485
72240,4883,18,3.746,89.86,-0.468
72252,4932,14,3.776,89.66,-0.424
72264,4752,0,3.671,89.81,-0.468
72276,4572,0,3.605,89.96,-0.419
72288,4632,17,3.658,89.76,-0.551
72300,4452,0,3.496,89.76,-0.480
72312,4497,13,3.491,89.76,-0.586
72324,4844,99,3.760,89.91,-0.223
72336,4664,0,3.507,89.71,-0.525
72348,4695,9,3.608,89.86,-0.478
72360,5031,96,3.799,89.66,-0.084
72372,5038,2,3.865,89.81,-0.403
72384,4858,0,3.739,89.96,-0.521
72396,4869,3,3.696,89.76,-0.433
72408,4689,0,3.720,89.91,-0.440
72420,4713,7,3.651,89.71,-0.582
72432,4533,0,3.600,89.86,-0.574
72444,4353,0,3.451,89.86,-0.504
72456,4584,66,3.559,89.66,-0.132
72468,4404,0,3.477,89.66,-0.454
72480,4411,2,3.433,89.66,-0.593
72492,4231,0,3.343,89.66,-0.394
72504,4459,65,3.509,89.66,-0.035
72516,4279,0,3.365,89.66,-0.396
72528,4317,11,3.437,89.66,-0.566
72540,4324,2,3.383,89.66,-0.595
72552,4349,7,3.419,89.66,-0.558
72564,4169,0,3.285,89.66,-0.428
72576,4200,9,3.358,89.66,-0.550
72588,4232,9,3.388,89.66,-0.569
72600,4052,0,3.235,89.66,-0.496
72612,4090,11,3.319,89.66,-0.474
72624,4136,13,3.282,89.66,-0.514
72636,4374,68,3.421,89.66,-0.143
72648,4194,0,3.329,89.66,-0.544
72660,4243,14,3.347,89.66,-0.557
72672,4063,0,3.241,89.66,-0.495
72684,3883,0,3.225,89.66,-0.595
72696,3925,12,3.189,89.66,-0.548
72708,4180,73,3.322,89.66,-0.177
72720,4184,1,3.412,89.66,-0.405
72732,4191,2,3.309,89.66,-0.604
72744,4011,0,3.211,89.66,-0.462
72756,3831,0,3.180,89.66,-0.542
72768,3838,2,3.161,89.66,-0.506
72780,3658,0,3.024,89.66,-0.468
72792,3934,79,3.241,89.66,-0.100
72804,4105,89,3.317,89.66,0.265
72816,4370,84,3.410,89.66,0.457
72828,4190,0,3.321,89.66,-0.583
72840,4221,9,3.348,89.66,-0.545
72852,4225,1,3.360,89.66,-0.562
72864,4045,0,3.290,89.66,-0.532
72876,4076,9,3.258,89.66,-0.418
72888,3896,0,3.219,89.66,-0.512
72900,3907,3,3.173,89.66,-0.590
72912,4239,95,3.379,89.66,-0.219
72924,4059,0,3.308,89.66,-0.563
72936,4070,3,3.255,89.66,-0.500
72948,4091,6,3.273,89.66,-0.500
72960,4280,54,3.334,89.66,-0.129
72972,4100,0,3.297,89.66,-0.439
72984,3920,0,3.184,89.66,-0.453
72996,3740,0,3.153,89.66,-0.446
73008,3743,1,3.116,89.66,-0.431
73020,4034,83,3.231,89.66,-0.049
73032,4086,15,3.303,89.66,-0.456
73044,4429,98,3.474,89.66,-0.088
73056,4485,16,3.466,89.66,-0.462
73068,4305,0,3.431,89.66,-0.462
73080,4358,15,3.397,89.66,-0.596
73092,4178,0,3.272,89.66,-0.489
73104,4195,5,3.356,89.66,-0.424
73116,4223,8,3.224,89.66,-0.500
73128,4244,6,3.340,89.66,-0.587
73140,4265,6,3.408,89.66,-0.451
73152,4085,0,3.186,89.66,-0.420
73164,3905,0,3.234,89.66,-0.513
73176,3919,4,3.181,89.66,-0.438
73188,3739,0,3.137,89.66,-0.481
73200,3559,0,2.988,89.66,-0.460
73212,3379,0,2.857,89.66,-0.511
73224,3407,8,2.914,89.66,-0.445
73236,3446,11,2.920,89.66,-0.421
73248,3266,0,2.882,89.66,-0.519
73260,3086,0,2.654,89.66,-0.415
73272,2906,0,2.627,89.66,-0.410
73284,2726,0,2.495,89.66,-0.584
73296,2922,56,2.704,89.66,-0.214
73308,2973,72,2.614,89.66,0.104
73320,2976,1,2.666,89.66,-0.493
73332,3022,13,2.740,89.66,-0.420
73344,3039,5,2.642,89.66,-0.470
73356,3046,2,2.772,89.66,-0.486
73368,3095,14,2.642,89.66,-0.457
73380,3207,32,2.748,89.66,-0.095
73392,3260,15,2.634,89.66,-0.451
73404,3522,75,2.992,89.66,-0.114
73416,3543,6,3.003,89.66,-0.497
73428,3592,14,2.900,89.66,-0.434
73440,3412,0,2.968,89.66,-0.475
73452,3416,1,2.987,89.66,-0.424
73464,3447,9,2.903,89.66,-0.529
73476,3454,2,2.903,89.66,-0.582
73488,3274,0,2.819,89.66,-0.422
73500,3330,16,2.915,89.66,-0.552
73512,3481,43,2.965,89.66,-0.181
73524,3301,0,2.940,89.66,-0.544
73536,3121,0,2.763,89.66,-0.395
73548,2941,0,2.643,89.66,-0.517
73560,2761,0,2.468,89.66,-0.506
73572,2813,15,2.572,89.66,-0.572
73584,2633,0,2.472,89.66,-0.405
73596,2453,0,2.365,89.66,-0.413
73608,2273,0,2.259,89.66,-0.465
73620,2277,1,2.221,89.66,-0.538
73632,2333,16,2.297,89.66,-0.486
73644,2371,11,2.227,89.66,-0.532
73656,2191,0,2.173,89.66,-0.534
73668,2258,19,2.253,89.66,-0.543
73680,2293,10,2.310,89.66,-0.431
73692,2317,7,2.217,89.66,-0.471
73704,2370,15,2.322,89.66,-0.507
73716,2513,41,2.438,89.66,-0.505
73728,2618,30,2.469,89.66,-0.136
73740,2438,0,2.403,89.66,-0.412
73752,2258,0,2.295,89.66,-0.539
73764,2300,12,2.230,89.66,-0.472
73776,2339,11,2.273,89.66,-0.457
73788,2159,0,2.244,89.66,-0.387
73800,2320,46,2.264,89.66,-0.431
73812,2635,90,2.463,89.66,-0.535
73824,2455,0,2.291,89.66,-0.530
73836,2275,0,2.357,89.66,-0.446
73848,2095,0,2.176,89.66,-0.562
73860,2109,4,2.232,89.66,-0.464
73872,2151,12,2.211,89.66,-0.518
73884,2385,67,2.338,89.66,-0.446
73896,2389,1,2.385,89.66,-0.585
73908,2431,12,2.360,89.66,-0.529
73920,2251,0,2.224,89.66,-0.584
73932,2286,10,2.242,89.66,-0.561
73944,2559,78,2.408,89.66,-0.493
73956,2615,16,2.492,89.66,-0.402
73968,2435,0,2.324,89.66,-0.528
73980,2255,0,2.216,89.66,-0.473
73992,2272,5,2.273,89.66,-0.548
74004,2514,69,2.471,89.66,-0.499
74016,2334,0,2.357,89.66,-0.408
74028,2154,0,2.133,89.66,-0.582
74040,2192,11,2.123,89.66,-0.452
74052,2210,5,2.252,89.66,-0.504
74064,2030,0,2.098,89.66,-0.412
74076,1850,0,1.979,89.66,-0.514
74088,1881,9,2.058,89.66,-0.399
74100,1701,0,1.907,89.66,-0.547
74112,1712,3,1.980,89.66,-0.415
74124,1532,0,1.791,89.66,-0.415
74136,1791,74,2.019,89.66,-0.562
74148,1812,6,2.012,89.66,-0.538
74160,1632,0,1.918,89.66,-0.436
74172,1695,18,1.950,89.66,-0.397
74184,1978,81,2.037,89.66,-0.598
74196,2031,15,2.215,89.66,-0.483
74208,2048,5,2.086,89.66,-0.474
74220,1868,0,2.129,89.66,-0.562
74232,1688,0,1.759,89.66,-0.413
74244,1508,0,1.838,89.66,-0.553
74256,1328,0,1.788,89.66,-0.541
74268,1148,0,1.672,89.66,-0.468
74280,968,0,1.548,89.66,-0.487
74292,993,7,1.639,89.66,-0.548
74304,1028,10,1.555,89.66,-0.548
74316,1031,1,1.557,89.66,-0.462
74328,1213,52,1.699,89.66,-0.554
74340,1266,15,1.683,89.66,-0.570
74352,1301,10,1.716,89.66,-0.444
74364,1619,91,1.886,89.66,-0.542
74376,1934,90,2.046,89.66,-0.422
74388,1990,16,2.147,89.66,-0.493
74400,1810,0,1.966,89.66,-0.402
74412,1630,0,1.929,89.66,-0.488
74424,1450,0,1.799,89.66,-0.559
74436,1270,0,1.753,89.66,-0.513
74448,1090,0,1.668,89.66,-0.515
74460,910,0,1.471,89.66,-0.427
74472,901,0,1.409,89.66,-0.557
74484,1045,41,1.690,89.66,-0.429
74496,1069,7,1.662,89.66,-0.464
74508,1083,4,1.596,89.66,-0.532
74520,1150,19,1.682,89.66,-0.532
74532,1164,4,1.606,89.66,-0.445
74544,1451,82,1.868,89.66,-0.487
74556,1475,7,1.849,89.66,-0.562
74568,1811,96,1.996,89.66,-0.472
74580,1631,0,1.888,89.66,-0.571
74592,1911,80,2.066,89.66,-0.419
74604,1971,17,2.026,89.66,-0.408
74616,1791,0,2.045,89.66,-0.420
74628,1611,0,1.963,89.66,-0.403
74640,1663,15,1.969,89.66,-0.423
74652,1968,87,2.074,89.66,-0.479
74664,2027,17,2.149,89.66,-0.409
74676,1847,0,2.086,89.66,-0.511
74688,1667,0,1.961,89.66,-0.449
74700,1884,62,2.115,89.66,-0.527
74712,1944,17,2.122,89.66,-0.444
74724,2010,19,2.064,89.66,-0.500
74736,2269,74,2.220,89.66,-0.435
74748,2089,0,2.220,89.66,-0.416
74760,2145,16,2.191,89.66,-0.563
74772,2352,59,2.193,89.66,-0.586
74784,2534,52,2.395,89.66,-0.568
74796,2733,57,2.441,89.66,-0.199
74808,2740,2,2.495,89.66,-0.418
74820,3069,94,2.838,89.66,-0.046
74832,3073,1,2.745,89.66,-0.447
74844,2893,0,2.567,89.66,-0.572
74856,3057,47,2.724,89.66,-0.185
74868,2877,0,2.643,89.66,-0.435
74880,2912,10,2.611,89.66,-0.476
74892,3136,64,2.822,89.66,-0.101
74904,3161,7,2.683,89.66,-0.399
74916,3182,6,2.771,89.66,-0.497
74928,3455,78,2.901,89.66,-0.177
74940,3472,5,2.947,89.66,-0.549
74952,3292,0,2.859,89.66,-0.440
74964,3112,0,2.738,89.66,-0.518
74976,2932,0,2.614,89.66,-0.531
74988,2974,12,2.652,89.66,-0.492
75000,2794,0,2.556,89.66,-0.575
75012,3001,59,2.689,89.66,-0.192
75024,3032,9,2.679,89.66,-0.525
75036,2852,0,2.629,89.66,-0.597
75048,3006,44,2.708,89.66,-0.221
75060,3034,8,2.624,89.66,-0.542
75072,2854,0,2.682,89.66,-0.529
75084,2893,11,2.668,89.66,-0.453
75096,2903,3,2.637,89.66,-0.543
75108,2917,4,2.490,89.66,-0.443
75120,3162,70,2.873,89.66,-0.066
75132,3229,19,2.741,89.66,-0.577
75144,3505,79,2.988,89.66,-0.202
75156,3561,16,2.985,89.66,-0.424
75168,3806,70,3.133,89.66,-0.031
75180,3626,0,3.072,89.66,-0.479
75192,3446,0,2.928,89.66,-0.442
75204,3768,92,3.091,89.66,-0.053
75216,3588,0,2.979,89.66,-0.475
75228,3595,2,2.953,89.66,-0.495
75240,3802,59,3.131,89.66,-0.131
75252,3851,14,3.194,89.66,-0.588
75264,3959,31,3.231,89.66,-0.217
75276,3994,10,3.254,89.66,-0.427
75288,4008,4,3.190,89.66,-0.470
75300,4075,19,3.249,89.66,-0.507
75312,4299,64,3.424,89.66,-0.120
75324,4313,4,3.412,89.66,-0.432
75336,4355,12,3.391,89.66,-0.527
75348,4175,0,3.460,89.66,-0.496
75360,4434,74,3.522,89.66,-0.122
75372,4254,0,3.418,89.66,-0.496
75384,4278,7,3.387,89.66,-0.426
75396,4285,2,3.328,89.66,-0.434
75408,4310,7,3.350,89.66,-0.482
75420,4130,0,3.273,89.66,-0.529
75432,3950,0,3.202,89.66,-0.526
75444,3770,0,3.051,89.66,-0.493
75456,3889,34,3.128,89.66,-0.146
75468,3709,0,3.035,89.66,-0.583
75480,3877,48,3.181,89.66,-0.188
75492,3919,12,3.173,89.66,-0.472
75504,3739,0,3.024,89.66,-0.407
75516,3781,12,3.126,89.66,-0.547
75528,4092,89,3.361,89.66,-0.181
75540,4218,91,3.396,89.66,0.218
75552,4264,13,3.450,89.66,-0.521
75564,4383,34,3.482,89.66,-0.155
75576,4442,17,3.450,89.66,-0.429
75588,4262,0,3.295,89.66,-0.457
75600,4413,43,3.440,89.66,-0.089
75612,4233,0,3.326,89.66,-0.542
75624,4348,33,3.422,89.66,-0.151
75636,4415,19,3.483,89.66,-0.499
75648,4642,65,3.577,89.81,-0.129
75660,4709,19,3.694,89.96,-0.425
75672,4754,13,3.602,89.76,-0.550
75684,4807,15,3.718,89.91,-0.483
75696,4992,53,3.675,89.71,-0.107
75708,5148,85,3.885,89.86,0.270
75720,5273,45,4.007,89.66,0.397
75732,5301,8,3.966,89.81,-0.523
75744,5333,9,3.977,89.96,-0.456
75756,5153,0,3.981,89.76,-0.498
75768,4973,0,3.785,89.91,-0.545
75780,4990,5,3.712,89.71,-0.499
75792,5039,14,3.820,89.86,-0.446
75804,5053,4,3.876,89.66,-0.410
75816,5330,79,3.967,89.81,-0.052
75828,5511,82,4.091,89.96,0.309
75840,5956,93,4.257,89.76,0.689
75852,5970,4,4.294,89.91,-0.408
75864,6229,74,4.438,89.71,-0.035
75876,6395,72,4.531,89.86,0.330
75888,6215,0,4.493,89.66,-0.540
75900,6282,19,4.487,89.81,-0.555
75912,6334,15,4.501,89.96,-0.500
75924,6154,0,4.523,89.76,-0.485
75936,6396,69,4.476,89.91,-0.121
75948,6512,67,4.644,89.71,0.236
75960,6332,0,4.497,89.86,-0.392
75972,6587,73,4.714,89.66,-0.030
75984,6605,5,4.665,89.81,-0.481
75996,6425,0,4.621,89.96,-0.548
76008,6719,84,4.657,89.76,-0.188
76020,6820,77,4.724,89.91,0.175
76032,6640,0,4.721,89.71,-0.512
76044,6661,6,4.693,89.86,-0.522
76056,6675,4,4.657,89.66,-0.418
76068,6495,0,4.606,89.81,-0.434
76080,6810,90,4.736,89.96,-0.063
76092,6630,0,4.722,89.76,-0.467
76104,6637,2,4.735,89.91,-0.423
76116,6672,10,4.827,89.71,-0.459
76128,6492,0,4.583,89.86,-0.485
76140,6726,67,4.825,89.66,-0.121
76152,6754,8,4.768,89.81,-0.465
76164,6796,12,4.718,89.96,-0.490
76176,6838,12,4.832,89.76,-0.510
76188,6884,13,4.912,89.91,-0.461
76200,6704,0,4.712,89.71,-0.516
76212,6524,0,4.662,89.86,-0.536
76224,6566,12,4.626,89.66,-0.457
76236,6386,0,4.532,89.81,-0.557
76248,6206,0,4.421,89.96,-0.486
76260,6223,5,4.566,89.76,-0.497
76272,6043,0,4.406,89.91,-0.488
76284,6064,6,4.294,89.71,-0.427
76296,6092,8,4.481,89.86,-0.502
76308,6134,12,4.415,89.66,-0.456
76320,6264,37,4.513,89.81,-0.093
76332,6409,72,4.567,89.96,0.296
76344,6229,0,4.451,89.76,-0.559
76356,6049,0,4.266,89.91,-0.586
76368,6340,83,4.549,89.71,-0.196
76380,6160,0,4.487,89.86,-0.491
76392,5980,0,4.342,89.66,-0.566
76404,6158,51,4.399,89.81,-0.234
76416,6183,7,4.448,89.96,-0.435
76428,6452,77,4.584,89.76,-0.060
76440,6272,0,4.440,89.91,-0.498
76452,6535,75,4.618,89.71,-0.127
76464,6355,0,4.523,89.86,-0.545
76476,6175,0,4.505,89.66,-0.571
76488,5995,0,4.281,89.81,-0.505
76500,6324,94,4.476,89.96,-0.131
76512,6390,19,4.654,89.76,-0.557
76524,6210,0,4.509,89.91,-0.532
76536,6238,8,4.448,89.71,-0.414
76548,6058,0,4.399,89.86,-0.559
76560,6244,53,4.470,89.66,-0.204
76572,6330,70,4.574,89.81,0.173
76584,6150,0,4.366,89.96,-0.428
76596,6192,12,4.426,89.76,-0.500
76608,6195,1,4.414,89.91,-0.500
76620,6015,0,4.314,89.71,-0.561
76632,6026,3,4.359,89.86,-0.392
76644,6054,8,4.345,89.66,-0.518
76656,6113,17,4.319,89.81,-0.426
76668,6428,90,4.553,89.96,-0.075
76680,6558,61,4.617,89.76,0.313
76692,6717,41,4.737,89.91,0.550
76704,6742,7,4.815,89.71,-0.443
76716,6562,0,4.716,89.86,-0.577
76728,6382,0,4.445,89.66,-0.567
76740,6385,1,4.596,89.81,-0.449
76752,6205,0,4.530,89.96,-0.501
76764,6025,0,4.369,89.76,-0.456
76776,6302,79,4.505,89.91,-0.069
76788,6488,91,4.640,89.71,0.295
76800,6544,16,4.550,89.86,-0.433
76812,6575,9,4.676,89.66,-0.488
76824,6603,8,4.638,89.81,-0.478
76836,6624,6,4.638,89.96,-0.526
76848,6444,0,4.546,89.76,-0.405
76860,6490,13,4.482,89.91,-0.485
76872,6749,74,4.749,89.71,-0.126
76884,6812,18,4.779,89.86,-0.545
76896,6632,0,4.715,89.66,-0.433
76908,6452,0,4.522,89.81,-0.500
76920,6515,18,4.641,89.96,-0.482
76932,6522,2,4.636,89.76,-0.563
76944,6342,0,4.544,89.91,-0.463
76956,6657,90,4.795,89.71,-0.099
76968,6477,0,4.610,89.86,-0.440
76980,6526,14,4.619,89.66,-0.541
76992,6578,15,4.648,89.81,-0.586
77004,6398,0,4.615,89.96,-0.426
77016,6218,0,4.392,89.76,-0.408
77028,6038,0,4.273,89.91,-0.428
77040,6070,9,4.407,89.71,-0.539
77052,5890,0,4.295,89.86,-0.563
77064,5914,7,4.305,89.66,-0.436
77076,5921,2,4.328,89.81,-0.438
77088,5974,15,4.293,89.96,-0.565
77100,6040,19,4.318,89.76,-0.489
77112,6047,2,4.380,89.91,-0.540
77124,5867,0,4.285,89.71,-0.418
77136,6158,83,4.329,89.86,-0.052
77148,5978,0,4.362,89.66,-0.594
77160,6037,17,4.405,89.81,-0.430
77172,5857,0,4.281,89.96,-0.418
77184,5924,19,4.266,89.76,-0.476
77196,5966,12,4.343,89.91,-0.591
77208,5983,5,4.251,89.71,-0.524
77220,6039,16,4.362,89.86,-0.606
77232,6155,33,4.549,89.66,-0.225
77244,6191,34,4.422,89.81,0.147
77256,6244,15,4.477,89.96,-0.485
77268,6064,0,4.353,89.76,-0.606
77280,5884,0,4.317,89.91,-0.467
77292,5704,0,4.148,89.71,-0.455
77304,5524,0,4.024,89.86,-0.453
77316,5344,0,3.893,89.66,-0.501
77328,5368,7,3.978,89.81,-0.497
77340,5417,14,3.965,89.96,-0.483
77352,5484,19,3.976,89.76,-0.545
77364,5304,0,3.993,89.91,-0.570
77376,5360,16,3.992,89.71,-0.527
77388,5419,17,4.096,89.86,-0.504
77400,5239,0,3.920,89.66,-0.436
77412,5355,33,3.995,89.81,-0.065
77424,5175,0,3.880,89.96,-0.518
77436,4995,0,3.736,89.76,-0.457
77448,5016,6,3.780,89.91,-0.401
77460,5075,17,3.794,89.71,-0.455
77472,5124,14,3.813,89.86,-0.489
77484,5173,14,3.880,89.66,-0.457
77496,4993,0,3.853,89.81,-0.434
77508,5000,2,3.681,89.96,-0.567
77520,5042,12,3.783,89.76,-0.562
77532,4862,0,3.625,89.91,-0.535
77544,4682,0,3.516,89.71,-0.494
77556,4696,4,3.602,89.86,-0.579
77568,5001,87,3.797,89.66,-0.238
77580,5032,9,3.834,89.81,-0.406
77592,5200,48,3.903,89.96,-0.031
77604,5242,12,3.972,89.76,-0.516
77616,5270,8,3.913,89.91,-0.459
77628,5295,7,3.957,89.71,-0.546
77640,5115,0,3.796,89.86,-0.580
77652,4935,0,3.752,89.66,-0.502
77664,4755,0,3.596,89.81,-0.477
77676,4765,3,3.675,89.96,-0.408
77688,4797,9,3.685,89.76,-0.593
77700,4804,2,3.645,89.91,-0.600
77712,5042,68,3.850,89.71,-0.222
77724,5098,16,3.851,89.86,-0.530
77736,5336,68,3.984,89.66,-0.132
77748,5156,0,3.783,89.81,-0.392
77760,5163,2,3.831,89.96,-0.528
77772,5306,41,3.942,89.76,-0.161
77784,5126,0,3.853,89.91,-0.493
77796,4946,0,3.796,89.71,-0.449
77808,4985,11,3.818,89.86,-0.563
77820,5044,17,3.698,89.66,-0.496
77832,5069,7,3.767,89.81,-0.485
77844,4889,0,3.635,89.96,-0.392
77856,5085,56,3.782,89.76,-0.020
77868,5120,10,3.902,89.91,-0.539
77880,4940,0,3.675,89.71,-0.521
77892,4957,5,3.685,89.86,-0.579
77904,4777,0,3.693,89.66,-0.547
77916,4812,10,3.758,89.81,-0.453
77928,4861,14,3.708,89.96,-0.573
77940,4903,12,3.716,89.76,-0.500
77952,4952,14,3.723,89.91,-0.488
77964,4963,3,3.822,89.71,-0.455
77976,4783,0,3.708,89.86,-0.468
77988,4603,0,3.577,89.66,-0.597
